title,Cluster,genres,production_companies,popularity
Prevenge,1,"Horror, Comedy, Drama, Thriller, Fantasy","Western Edge Pictures, Gennaker",16.039
All Nighter,1,"Comedy, Drama","Green Hummingbird Entertainment, Spring Pictures, Wing and a Prayer Pictures, Good Deed Entertainment",8.689
Flash of Genius,1,Drama,"Strike Entertainment, Universal Pictures, Spyglass Entertainment, Intermittent Productions",13.108
The Brown Bunny,1,Drama,"Kinétique Inc., Vincent Gallo Films, Wild Bunch, Gray Daisy Films",15.451
Powder Blue,1,Drama,"Blue Snow Productions, Eleven Eleven Films, Spirit Dance Entertainment, Grosvenor Park Media, Grosvenor Park Media",12.07
Grotesque,2,"Horror, Thriller","Ace Deuce Entertainment, TORNADO FILM",14.926
Champions,2,Comedy,"Gold Circle Films, Focus Features",22.704
Every Thing Will Be Fine,1,Drama,"Road Movies, Montauk Productions, Film i Väst, GötaFilm, Mer Film",6.096
Space Station 76,1,"Drama, Comedy, Science Fiction","Om Films, Rival Pictures",10.074
Creation,1,"Drama, History","BBC Film, HanWay Films, Recorded Picture Company, Ocean Pictures, UK Film Council",12.518
The Onion Movie,2,Comedy,The Onion,11.621
Kidnapped,2,"Horror, Thriller","Vaca Films, La Fabrique 2, Blur",8.412
The Informers,1,Drama,Senator Entertainment,19.226
Looking: The Movie,1,"Drama, Romance, TV Movie","HBO, Fair Harbor Productions",7.103
Taxi to the Dark Side,2,Documentary,Wider Film Projects,8.98
North Sea Texas,1,"Drama, Romance","Indeed Films, Mollywood, Eén",10.123
Too Big to Fail,1,"Drama, TV Movie","HBO Films, Deuce Three Productions, Spring Creek Productions",10.406
Slaxx,2,"Horror, Comedy","EMAfilms, Entertainment Squad",7.301
Studio 666,2,"Horror, Comedy, Music","Roswell Films, Therapy Studios",13.987
Doctor Who,0,"TV Movie, Adventure, Science Fiction","BBC Worldwide, Universal Television",11.362
Black Clover: Sword of the Wizard King,0,"Animation, Fantasy, Action, Adventure","Pierrot, Bandai Namco Entertainment, MBS, TV Tokyo, avex pictures, Shueisha",114.67
Poms,1,"Comedy, Drama","STX Films, Sierra/Affinity, Mad as Birds, Rose Pictures, Entertainment One",8.257
Jesus,1,"Drama, History",Inspirational Films,15.627
Merantau,1,"Action, Drama, Thriller",PT. Merantau Films,8.904
Poker Night,0,"Thriller, Action, Crime, Horror",Wingman Productions,6.509
Stratton,0,"Action, Thriller","Twickenham Studios, GFM films, Atomic Arts, SquareOne Entertainment, Stratton Film Production Ltd",11.053
Anatomy of a Fall,1,"Drama, Crime, Mystery","Les Films de Pierre, Les Films Pelléas, France 2 Cinéma, Auvergne-Rhône-Alpes Cinéma, Canal+, Ciné+, France Télévisions, CNC, Région Nouvelle-Aquitaine, Région Auvergne-Rhône-Alpes, ARTE/Cofinova 18",20.119
Zola,2,"Comedy, Crime","Killer Films, Ramona Films, Gigi Films",15.705
The Thing About Harry,2,"Romance, TV Movie, Comedy","Nitelite Entertainment, Full Paige",10.706
Alone,1,"Horror, Mystery, Drama","Dedicate Ltd., GMM Tai Hub (GTH), Phenomena",14.386
Arthur Newman,1,Drama,"Cross Creek Pictures, Vertebra Films",9.169
The Shrine,2,Horror,"Wesley Clover Media, Brookstreet Pictures",6.625
Kevin Hart: Let Me Explain,2,"Comedy, Documentary",HartBeat Productions,9.048
A War,1,"Drama, War","AZ Celtic Films, Nordisk Film Norway",7.881
Never Grow Old,2,Western,"Ripple World Pictures, Iris Productions, Iris Films, Rezo Productions, Metro International Entertainment, Quickfire Films, Fís Éireann/Screen Ireland, Canal+, Ciné+, RTÉ, VOO & Be tv",9.596
Inside,1,"Drama, Thriller","A Private View, Bord Cadre Films, Heretic, Schiwago Film, Sovereign Films, Focus Features, Bankside Films",25.495
My Best Friend,2,Comedy,"Fidélité Productions, Wild Bunch, Lucky Red, TF1 Films Production",6.261
Pokémon: Zoroark - Master of Illusions,0,"Family, Animation, Adventure, Fantasy","East Japan Marketing & Communications, OLM, Pikachu Project, Shogakukan-Shueisha Productions, TV Tokyo, The Pokémon Company, Shogakukan, Media Factory, TakaraTomy",15.791
Down in the Valley,1,"Drama, Romance, Thriller, Western",Class 5 Films,10.324
White Men Can't Jump,1,"Comedy, Drama","20th Century Studios, Khalabo Ink Society, Mortal Media",26.301
Hell & Back,0,"Fantasy, Comedy, Animation, Adventure",ShadowMachine,5.169
Into the Inferno,2,Documentary,"Matter of Fact Media, Werner Herzog Filmproduktion, Spring Films",7.448
My First Summer,1,"Drama, Romance",Noise & Light,14.232
Playing by Heart,1,"Comedy, Drama, Romance","Morpheus, Hyperion Pictures, Intermedia Films, Miramax",10.309
A Cinderella Christmas,2,"Romance, Comedy, TV Movie",MarVista Entertainment,7.091
Charlie Says,1,"Drama, Crime","Epic Level Entertainment, Roxwell Films",11.288
Canadian Bacon,2,Comedy,"PolyGram Filmed Entertainment, Propaganda Films, David Brown Productions, Maverick Picture Company, Dog Eat Dog Films",14.157
Rise of the Footsoldier,0,"Action, Adventure, Crime, Drama, Thriller","Carnaby International, Hanover Films, Splice Post",8.642
Santa Claus Is Comin' to Town,0,"Animation, Family, Fantasy, TV Movie",Rankin/Bass Productions,10.246
The Colony,0,"Science Fiction, Action, Adventure","BerghausWöbke Filmproduktion, Vega Film, Constantin Film, Studio Babelsberg, SRF, SRG SSR, FFA, FFF Bayern, Medienboard Berlin-Brandenburg, Deutscher Filmförderfonds, Suissimage, Bavaria Studios, Mister Smith Entertainment",14.52
Fire Island,2,"Comedy, Romance","Jax Media, Searchlight Pictures",13.827
Magic Camp,2,"Family, Fantasy, Comedy","Team Todd, Gunn Films, Walt Disney Pictures",10.73
They Look Like People,1,"Drama, Horror, Mystery",They Look Like People,5.719
Born to Race,0,Action,"American Cinema International, ESX Productions",17.308
Mystery Science Theater 3000: The Movie,2,"Comedy, Science Fiction","Gramercy Pictures, Universal Pictures, Best Brains",6.112
Get Married If You Can,2,"Comedy, Romance","Selva Pictures, Sin Sentido Films",7.524
Alex & Emma,2,"Comedy, Romance","Reiner / Greisman Productions, Epsilon Motion Pictures, Franchise Pictures, Escape Artists",8.173
The Other Side of the Wind,1,Drama,"SACI, Les Films de l'Astrophore",8.753
Cruel Intentions 3,1,Drama,"Original Film, Columbia TriStar Home Entertainment, Newmarket Films",18.862
The Burning Sea,1,"Action, Drama, Thriller",Fantefilm,16.626
Head in the Clouds,1,"Drama, Romance, War","Remstar Productions, Dakota Films, Spice Factory, Movision",13.434
The Keeping Room,1,"Western, Drama","Anonymous Content, Gilbert Films, Wind Dancer Productions",7.523
Proximity,1,"Science Fiction, Drama",Demeusy Pictures,29.334
Shampoo,1,"Comedy, Drama","Columbia Pictures, Persky-Bright Productions",11.373
I Saw the Light,1,"Music, Drama","Bron Studios, RatPac Entertainment",11.897
The Witch: Part 2. The Other One,0,"Action, Mystery, Thriller, Science Fiction, Adventure","Peppermint&company, Next Entertainment World, Studio & New, Goldmoon Film, Contents Panda, Warner Bros. Korea",53.594
7 Guardians of the Tomb,0,"Action, Adventure, Horror","Grand Canal Pictures, Aurora Alliance, Screen Australia, Screen Queensland, Sleeping Otters Productions, Hamilton Entertainment, Rong De Culture, Arclight Films",12.827
Jumping the Broom,2,Comedy,"Sony Pictures, TriStar Pictures, Stage 6 Films, Our Stories Films, TDJ Enterprises",13.495
Bad Luck Banging or Loony Porn,1,"Comedy, Drama","Paul Thiltges Distributions, Endorfilm, Kinorama, Bord Cadre Films, Sovereign Films, Aqua Carpatica, ArteKino International, Covalact, Hrvatski Audiovizualni Centar, Czech Film Fund, Film Fund Luxemburg, microFILM",10.239
"Pamela, A Love Story",2,Documentary,"Tripod Media, Dorothy St Pictures",10.612
Appleseed: Ex Machina,0,"Animation, Action, Thriller, Science Fiction","Toei Animation, Digital Frontier, TYO Productions, Micott & Basara K.K., Ex Machina Film Partners, SEGA, TakaraTomy, Lion Rock Productions, Toei Company",13.733
Here Alone,2,"Horror, Thriller, Science Fiction","Easy Open Productions, Gentile Entertainment Group, Preferred Content",7.394
When You're Strange,2,"Documentary, Music","Strange Pictures, Wolf Entertainment",7.144
I'm Your Woman,1,"Crime, Drama","Amazon Studios, Big Indie Pictures, Original Headquarters, Scrap Paper Pictures",10.706
Made in Abyss: Dawn of the Deep Soul,0,"Animation, Adventure, Fantasy, Mystery","Kinema Citrus, KADOKAWA, CygamesPictures, Takeshobo, AT-X, Sony Music Entertainment (Japan), Kanetsu Investment, Global Solutions, Kadokawa Media House",15.898
Backstabbing for Beginners,1,"Thriller, Drama, History","Fortitude International, Eyeworks Scandi Fiction, Creative Alliance, Unlimited Stories",11.136
Chimes at Midnight,1,"Comedy, Drama, History","Internacional Films Espagnol, Alpine Productions, Peppercorn-Wormser Inc",9.185
The Swordsman,1,"Action, Drama, History","Opus Pictures, Kiwi Media Group, The Wave E&m",10.05
The Search for Santa Paws,0,"Family, Adventure","Key Pix Productions, Keystone Entertainment, Santa Paws Productions, Walt Disney Studios Home Entertainment",10.268
Bloody Hell,2,"Horror, Comedy","Eclectik Vision, Heart Sleeve Productions, Entertainment Squad",12.504
The Roundup,0,"Action, Crime, Thriller","BA Entertainment, ABO Entertainment, Hong Film, Plus M Entertainment, Big Punch Pictures",35.057
The Keeper,1,"Drama, War, History","Lieblingsfilm, Zephyr Films, British Film Company, Northern Ireland Screen",7.273
Seobok,0,"Science Fiction, Action, Thriller, Mystery","CJ Entertainment, TPS Company, STUDIO101, CJ ENM",19.05
White Fang,2,"Animation, Family","Bidibul Productions, Superprod Animation, Big Beach, France 3 Cinéma",11.209
Rabid,2,"Science Fiction, Horror","Back 40 Films, Media Finance Capital",17.674
RE:BORN,0,"Action, Crime",U'Den Flame Works,12.632
Guilty of Romance,2,"Thriller, Horror, Mystery","Nikkatsu Corporation, Django Films",16.13
Outside the Law,1,"Action, Drama, History, War","Agence Algérienne pour le Rayonnement Culturel (AARC), France 3 Cinéma, Kissfilms, Novak Prod, StudioCanal, RTBF",5.003
"Confess, Fletch",2,"Comedy, Mystery, Crime",Miramax,13.765
The Rocky Horror Picture Show: Let's Do the Time Warp Again,2,"TV Movie, Comedy, Music, Science Fiction","The Jackal Group, Fox 21 Television Studios, Ode Visuals",9.935
The Last Station,1,"Drama, Romance","Zephyr Films, Egoli Tossell Film",10.576
Dance of the Dead,2,"Comedy, Horror",Compound B,6.952
State and Main,1,"Comedy, Drama","Fine Line Features, Filmtown Entertainment Group, El Dorado Pictures, Green/Renzi",7.651
"My Son, My Son, What Have Ye Done",1,"Crime, Drama, Thriller","Absurda, Paper Street Films, Industrial Entertainment, Defilm",8.665
The Man from Earth: Holocene,1,"Drama, Science Fiction",Falling Sky Entertainment,21.515
Bottle Shock,1,"Comedy, Drama","Intellectual Properties Worldwide, Zininsa Film Production, Unclaimed Freight Productions, Shocking Bottle",10.349
Flying Swords of Dragon Gate,0,"Adventure, Action","Beijing Liangzi Group, Bona International Film Group, Shineshow, Film Workshop, SMG Pictures",12.654
Zeitgeist: Moving Forward,2,Documentary,Gentle Machine Productions LLC,9.547
Love Again,1,"Romance, Drama, Comedy","Screen Gems, Thunder Road, 2.0 Entertainment",25.145
A Good Person,1,Drama,"Killer Films, Metro-Goldwyn-Mayer, Elevation Pictures",16.665
Pokémon the Movie: The Power of Us,0,"Animation, Family, Adventure, Fantasy","OLM, Pikachu Project, TV Tokyo, The Pokémon Company, WIT STUDIO, Shogakukan, TakaraTomy, East Japan Marketing & Communications, TOHO, Shogakukan-Shueisha Productions",18.485
Bounty Killer,0,"Action, Science Fiction","Just Chorizo Productions, Kickstart",13.39
Operation Chromite,1,"History, Drama, War, Action","Taewon Entertainment, CJ Entertainment, Union Investment Partners, Finecut, Celltrion Entertainment, KBS Media, Korea Investment Partners, KBS",16.235
Mother's Day,1,"Action, Thriller, Drama",Akson Studio,53.663
Monster High: The Movie,0,"Family, Fantasy, Comedy, Adventure, Music, TV Movie","Mattel Television, Brightlight Pictures, Nickelodeon Productions, Lighthouse Pictures",38.734
Audrie & Daisy,2,Documentary,"Actual Films, Impact Partners",7.787
Singularity,2,Science Fiction,"Vantis Pictures, Calanda Pictures, Voltage Pictures",25.307
December Boys,1,"Drama, Romance","Village Roadshow Pictures, Australian Film Finance Corporation",13.077
Occupation,1,"Action, Science Fiction, Drama","Film Mode Entertainment, Saban Films, Sparke Films",9.989
Summerland,1,"Drama, Romance","Shoebox Films, Iota Pictures",8.657
Tower,2,"Animation, Crime, Documentary","Independent Lens, Go-Valley",7.285
Deliver Us from Evil,2,"Crime, Documentary",Disarming Films,8.316
BlackBerry,1,"Comedy, Drama, History","Zapruder Films, Elevation Pictures, Rhombus Media, Téléfilm Canada, Ontario Creates, CBC, IPR.VC, XYZ Films",28.508
Laid to Rest,2,"Thriller, Horror","Dry County Films, Mutoscope Pictures",9.787
Yakuza Princess,0,"Action, Thriller","Warner Bros. Pictures, Filmland Internacional, XYZ Films",9.302
An Adventure in Space and Time,1,Drama,"BBC Wales, BBC America",6.452
The White Helmets,2,"Documentary, War","Grain Media, Violet Films",6.499
No Tears for the Dead,1,"Action, Thriller, Drama","CJ Entertainment, Dice Film, Musa Productions, Stone Comics Entertainment",14.384
The History Boys,1,"Comedy, Drama","DNA Films, BBC Film, UK Film Council",7.63
Joe Bell,1,"Drama, Adventure","Nine Stories Productions, Argent Pictures, Endeavor Content, Parliament of Owls, Rhea Films, Stay Gold Features, VisionChaos Productions, Leverage, Hercules Film Fund, Closest to the Hole Productions",12.462
The Last Winter,2,"Horror, Thriller","Zik Zak Filmworks, Glass Eye Pix, Antidote Films",7.117
Mainstream,1,"Comedy, Drama","Automatik Entertainment, American Zoetrope",13.481
The Berlin File,0,"Action, Thriller, Crime","CJ Entertainment, Filmmaker R&K, Union Investment Partners",9.959
A Million Miles Away,1,"Drama, History","Select Films, Redrum, Metro-Goldwyn-Mayer",311.77
Monsoon Wedding,1,"Comedy, Drama, Romance","IFC Films, Mirabai Films",9.661
Trial by Fire,1,"Drama, Crime","Flashlight Films, Bedford Falls Productions, The Domain Group",13.153
Beta Test,0,"Thriller, Action, Science Fiction",Mirror Images LTD,5.942
Clerks III,2,Comedy,"View Askew Productions, BondIt Media Capital",12.213
The Client List,1,Drama,"Sony Pictures Television Studios, Jaffe / Braunstein Entertainment, Fedora Films, Howard Braunstein Films",9.084
"Love, Wedding, Marriage",2,"Comedy, Romance","Chydzik Media Group, 120dB Films, Scion Films, Voodoo Production Services, First Wedding Productions",8.428
The Beta Test,2,"Thriller, Horror, Comedy","Vanishing Angle, DiffeRant Productions, Sons of Rigor",11.084
Lesson of the Evil,2,"Thriller, Horror","TOHO, Bungeishunju, Nippan Group Holdings, OLM, dentsu, A-Team",10.22
The Red Pill,2,Documentary,Jaye Bird Productions,7.853
"Night Is Short, Walk On Girl",2,"Comedy, Romance, Animation, Fantasy","Science SARU, Fuji Television Network, TOHO, BS Fuji, KADOKAWA",18.08
The Third One,1,"Drama, Romance","Twins Latin Films, TLA Releasing",9.631
The Dark,1,"Horror, Drama, Fantasy","First Love Films, Dor Film Production Company",7.451
Racing Extinction,2,"Adventure, Documentary","Oceanic Preservation Society, Insurgent Docs, Vulcan Productions, Okeanos Foundation for the Sea, Li Ka Shing Foundation, Earth Day Texas, JP's Peace, Love & Happiness Foundation",6.08
The Rescue,1,"Documentary, Drama","Cavalry Media, Little Monster Films, National Geographic, Ventureland, Storyteller Productions, Passion Pictures, Michael De Luca Productions, National Geographic Documentary Films",7.785
Sweetwater,2,"Western, Thriller","Kickstart, Mythic International Entertainment, Raindance Entertainment",11.462
Benny Loves You,2,"Horror, Comedy",Darkline Entertainment,16.001
Memoria,1,"Drama, Science Fiction, Mystery","Anna Sanders Films, Burning Blue, Illuminations Films, Kick the Machine, Piano, The Match Factory, ZDF/Arte, Xstream Pictures, Sovereign Films, Rediance, Louverture Films, Labo, Bord Cadre Films, Beijing Contemporary Art Foundation, 185 Films",6.992
Laurel Canyon,1,Drama,Antidote Films,11.111
Bad Ass 2: Bad Asses,0,Action,"Sense and Sensibility Ventures, Silver Nitrate",11.231
My Best Friend's Exorcism,2,"Horror, Comedy","Quirk Productions, Endeavor Content, Gotham Group",11.258
Madea Goes to Jail,1,"Comedy, Crime, Drama",Tyler Perry Studios,17.196
Atlas Shrugged: Part I,1,"Drama, Thriller, Science Fiction, Mystery",Harmon Kaslow & John Aglialoro Productions,12.934
Break the Silence: The Movie,2,"Music, Documentary","Big Hit Entertainment, CJ CGV, HYBE",7.198
Test,1,"Drama, Romance","Gloss Studio, Serious Productions",5.634
Duma,1,"Adventure, Drama, Family","Pandora Pictures, Gaylord Films, John Wells Productions, Warner Bros. Pictures",13.057
Eega,0,"Fantasy, Action, Comedy",Vaaraahi Chalana Chitram,7.433
Distorted,0,"Action, Mystery, Thriller","Bridgegate Pictures, Minds Eye Entertainment",9.246
Minuscule 2: Mandibles from Far Away,0,"Animation, Adventure, Family, Comedy","Futurikon, France 3 Cinéma",13.688
Earth: One Amazing Day,2,"Documentary, Family",Earth Film Productions,9.404
Reality,1,"Drama, Thriller","In The Cut Films, Fit Via Vi, Seaview Productions, Cinereach, Burn These Words Films, Tanbark Pictures, 2 SQ FT, MK2 Films",23.361
The Net,1,Drama,"Kim Ki Duk Film, Next Entertainment World, Finecut",9.465
The Nutcracker: The Untold Story,0,"Music, Fantasy, Action, Family","Vnesheconombank, Nutcracker Holdings, HCC Media Group, Russian Roulette Ltd.",15.628
